Game_ID,Prompt,Color,Category,Response,Response_Probability,Response_Surprisal,Correct_Answer,Probability_Correct,Surprisal_Correct,Correct
39,"['HERTZ', 'MOLE', 'NEWTON']",blue,UNITS OF MEASURE,NOSE,2.1677010408893693e-06,18.815402768613417,SECOND,1.623855752086456e-07,22.554073181314262,False
39,"['EVIL', 'J', 'NO']",purple,DR. ___,POM,7.131112624847447e-07,20.419369474902812,PEPPER,3.663361383132724e-07,21.38032863722,False
40,"['BASSOON', 'CLARINET', 'FLUTE']",yellow,WOODWINDS,MOUTH,8.373162927455269e-07,20.18772396643086,OBOE,2.3290636974593326e-08,25.35567466280815,False
40,"['CAP', 'COVER', 'LID']",green,COVERINGS,MOUTH,9.014511306304485e-07,20.081247381658894,TOP,2.4366246975660033e-07,21.968612607921127,False
40,"['AVIATOR', 'CAT EYE', 'WAYFARER']",blue,SUNGLASSES,MOUTH,9.699191423351294e-07,19.975632182699812,WRAPAROUND,3.788284459460556e-07,21.331951998440925,False
40,"['HARBOR', 'HARP', 'HOODED']",purple,SEALS,MOUTH,3.7171244571254647e-07,21.359309670746395,MONK,2.6010116016550455e-07,21.874423829862245,False
41,"['DASANI', 'EVIAN', 'FIJI']",yellow,BOTTLED WATER BRANDS,KING,1.2330156096140854e-06,19.629377505373945,VOSS,2.165418777622108e-07,22.138850604629603,False
41,"['BREW', 'JAVA', 'JOE']",green,SLANG FOR COFFEE,PIT,1.1605833378780517e-06,19.716718447480584,MUD,2.283372140254869e-07,22.062330657409532,False
41,"['CUBA', 'JAPAN', 'MALTA']",blue,ISLAND COUNTRIES,KING,9.905726301440154e-07,19.945233904839252,PALAU,7.731092637186521e-07,20.3028243392137,False
41,"['LUCKY', 'POP', 'SAM']",purple,CEREAL MASCOTS,CHEEK,3.48727297705409e-07,21.451397364270143,TONY,1.3013004718231969e-07,22.87354254369402,False
42,"['FINS', 'MASK', 'SNORKEL']",yellow,SCUBA GEAR,POM,2.1370408376242267e-06,18.835954091988583,TANK,3.14782901966737e-08,24.921067578856135,False
42,"['COLON', 'COMMA', 'HYPHEN']",green,PUNCTUATION MARKS,MOUTH,9.717050488688983e-07,19.97297819925849,PERIOD,1.185926024049877e-07,23.007482644264353,False
42,"['BOLT', 'DASH', 'RACE']",blue,RUN QUICKLY,LAB,1.4644350585513166e-06,19.381224352060002,SPRINT,6.891794441798993e-07,20.468616992570297,False
42,"['DOJA', 'FAT', 'HOUSE']",purple,___ CAT,MOUTH,2.057984602288343e-06,18.890336381205678,JUNGLE,2.4496446826560714e-07,21.960924160593986,False
43,"['FURIOUS', 'INCENSED', 'IRATE']",yellow,SYNONYMS FOR ANGRY,LAB,6.225398010428762e-07,20.615330587783284,LIVID,8.49453130058464e-09,26.81081850739805,False
43,"['BANANA', 'CANARY', 'SCHOOL BUS']",green,THINGS THAT ARE YELLOW,POM,1.7388589412803412e-06,19.133427665414235,SUNFLOWER,1.8865784490174065e-09,28.98158076144215,False
43,"['BOOBY', 'GULL', 'PELICAN']",blue,MARINE BIRDS,POM,9.730645160743734e-07,19.970961202540305,PUFFIN,1.3780052654510655e-07,22.79091526352374,False
43,"['BEACH', 'BEASTIE', 'HARDY']",purple,___ BOYS,POM,6.17509044786857e-07,20.62703639589709,LOST,6.157639376169755e-08,23.953047381070846,False
44,"['GAS', 'LIQUID', 'PLASMA']",yellow,STATES OF MATTER,TENOR,2.8301149086473742e-06,18.4307079386097,SOLID,2.7920100009737325e-08,25.09412064981159,False
44,"['COPY', 'CUT', 'PASTE']",green,EDIT MENU COMMANDS,TENOR,3.140788294331287e-06,18.280441868299224,UNDO,7.356636615440948e-07,20.37445033370051,False
44,"['CRUSH', 'ROUT', 'SHELLAC']",blue,DEFEAT BADLY,TENOR,3.6489905141934287e-06,18.064071168783773,TRASH,4.3541635363908426e-07,21.13110107002732,False
44,"['LEAST', 'SLATE', 'STALE']",purple,ANAGRAMS,TENOR,2.5931294658221304e-06,18.556874332652114,TESLA,2.5931294658221304e-06,18.556874332652114,False
45,"['BOAT', 'CAR', 'PLANE']",yellow,MODES OF TRANSPORTATION,EYE,1.1284291758784093e-06,19.757252696488212,TRAIN,9.053638194700397e-08,23.396927104947547,False
45,"['KING', 'MAGIC', 'SUN']",green,NBA PLAYERS,PIT,1.4278209619078552e-06,19.41775348180679,THUNDER,1.4278209619078552e-06,19.41775348180679,False
45,"['CHECKERS', 'OUTBACK', 'SONIC']",blue,FAST FOOD CHAINS,KING,1.6640069588902406e-06,19.1969071024705,SUBWAY,3.0002595963196654e-09,28.3122655192251,False
45,"['DAY', 'FLOYD', 'SABBATH']",purple,BAND NAMES MINUS COLORS,LAB,1.5226204368445906e-06,19.325012221805746,STRIPES,8.716801858099643e-08,23.45162584310704,False
46,"['CHICAGO', 'MUNICH', 'PHILADELPHIA']",yellow,MOVIE TITLE CITIES,KING,3.252632450312376e-05,14.908032668372085,RIO,4.221504354973149e-07,21.17573946179325,False
46,"['ALLURE', 'ELLE', 'GLAMOUR']",green,FASHION MAGAZINES,PEKE,2.8345057216938585e-05,15.106543293072372,W,2.8345057216938585e-05,15.106543293072372,False
46,"['BLIZZARD', 'CYCLONE', 'SQUALL']",blue,STORMS,KING,2.9342128982534632e-05,15.0566669217243,TORNADO,1.1901305185801903e-07,23.002376865314538,False
47,"['DESERT', 'FOREST', 'GRASSLAND']",yellow,BIOMES,EYE,1.1640684078884078e-06,19.71239272686712,TUNDRA,1.5292030752789287e-07,22.640716657615066,False
47,"['CHAMELEON', 'GECKO', 'IGUANA']",green,LIZARDS,PIT,1.251749836228555e-06,19.607622302656065,MONITOR,4.850666641686985e-07,20.9753136293728,False
47,"['COBRA', 'LOTUS', 'TREE']",blue,YOGA POSES,KING,1.4652131312686834e-06,19.380458033646008,WARRIOR,6.654545359197073e-07,20.519156560123534,False
47,"['CAN', 'CHA', 'GO']",purple,DANCES WHEN DOUBLED,EYE,1.186948338727234e-06,19.68431142548502,NAE,1.186948338727234e-06,19.68431142548502,False
48,"['CORDUROY', 'DENIM', 'LINEN']",yellow,FABRICS,POM,1.7866410644273856e-06,19.094318742769907,TWEED,1.7866410644273856e-06,19.094318742769907,False
48,"['GHOST', 'PHANTOM', 'SPECTER']",green,APPARITIONS,POM,1.3283711268741172e-06,19.521910299070573,SPIRIT,1.5719344048648054e-07,22.600955647474244,False
48,"['NEEDLE', 'POKE', 'RIB']",blue,SYNONYMS FOR BOTHER,POM,1.3224517942944658e-06,19.52835343481084,TEASE,1.8043539284917642e-07,22.402014309654923,False
48,"['BEAST', 'GENIE', 'SCAR']",purple,DISNEY CHARACTERS,POM,1.49809409322188e-06,19.34844032899785,STITCH,4.930167207817249e-08,24.27378818231356,False
49,"['AUNT', 'COUSIN', 'MOTHER']",yellow,RELATIVES,POM,1.9422604964347556e-06,18.97383186099182,NEPHEW,3.4871032994487905e-07,21.451467562100046,False
49,"['DAFFY', 'KOOKY', 'QUIRKY']",green,SYNONYMS FOR OFFBEAT,POM,2.0744698758790037e-06,18.87882586185456,WACKY,4.307428580485606e-10,31.112454072895467,False
49,"['DAISY', 'DEWEY', 'DONALD']",blue,DISNEY DUCKS,POM,2.377881173742935e-06,18.681891946055167,SCROOGE,3.0817834950624956e-09,28.273587342416242,False
49,"['ALARM', 'BIOLOGICAL', 'CUCKOO']",purple,___ CLOCK,POM,3.707029918587068e-06,18.041304810459792,GRANDFATHER,8.530951163265854e-07,20.160790059593573,False
50,"['FOOT', 'INCH', 'MILE']",yellow,UNITS OF LENGTH,POM,2.2244121282710694e-06,18.778144460970733,YARD,2.36246194162959e-07,22.013205575963337,False
50,"['ACRYLIC', 'OIL', 'TEMPERA']",green,TYPES OF PAINT,LAB,2.3857880933064735e-06,18.677102661375873,WATERCOLOR,1.526795131212566e-06,19.321062078251913,False
50,"['FALAFEL', 'KATSU', 'SAMOSA']",blue,DEEP-FRIED FOOD,CHEEK,2.8280564947635867e-06,18.43175762884406,SCHNITZEL,2.1668697391952207e-10,32.103668520068496,False
50,"['DIM', 'NICK', 'PEN']",purple,STARTS OF U.S. COINS,POM,2.175112513214117e-06,18.81047853937076,QUART,1.4545707927027252e-06,19.3909750564571,False
51,"['HERO', 'HOAGIE', 'GRINDER']",yellow,LONG SANDWICHES,WOLF,2.0813658920815215e-06,18.87403796451499,SUB,2.453930392221082e-09,28.602258527651184,False
51,"['BUMBLE', 'HINGE', 'MATCH']",green,DATING APPS,MOUTH,8.783849807514343e-07,20.118643277879208,TINDER,4.582720691814757e-08,24.37922040024969,False
51,"['BLADE', 'LOST BOYS', 'NEAR DARK']",blue,VAMPIRE MOVIES,WOLF,2.0112320271437056e-06,18.923489040589995,TWILIGHT,8.384142233808234e-07,20.185833472351774,False
51,"['ANT', 'DRIVER', 'SCOTT']",purple,ADAMS,POM,3.0192800295480993e-06,18.33736400044714,WEST,2.905487122006889e-07,21.714716603993534,False
52,"['KEYBOARD', 'MONITOR', 'MOUSE']",yellow,COMPUTER EQUIPMENT,STOOGE,1.3255616977403406e-06,19.524964747891165,SPEAKER,4.249650373822078e-07,21.166152511126274,False
52,"['GERBIL', 'HAMSTER', 'RAT']",green,RODENTS,MOUTH,2.073761606879998e-06,18.87931851333105,VOLE,7.928352196984179e-09,26.910331801961796,False
52,"['HARP', 'HORN', 'ORGAN']",blue,MUSICAL INSTRUMENTS,WOLF,2.374285031692125e-06,18.684075429152806,TRIANGLE,8.990017477117362e-07,20.085172743785936,False
52,"['CARP', 'GRIPE', 'GROUSE']",purple,SYNONYMS FOR COMPLAIN,STOOGE,3.899146122421371e-06,17.968410347868307,MOAN,1.1982288583567424e-07,22.992593179053713,False
53,"['COLONY', 'HERD', 'PRIDE']",yellow,ANIMAL GROUP NAMES,EYE,7.087842277542222e-07,20.42815016358319,SWARM,4.2599909710894224e-10,31.1284305761639,False
53,"['BAKED', 'BLAZED', 'HIGH']",green,STONED,EYE,6.699245886920835e-07,20.509497959153236,LIT,6.310276603471721e-07,20.59579341879598,False
53,"['BIO', 'CHEM', 'GOV']",blue,AP CLASSES,LAB,7.576153393529239e-07,20.332031123024613,STATS,2.772263201222813e-07,21.782432429437385,False
53,"['CLASS', 'DOMAIN', 'FAMILY']",purple,TAXONOMY RANKS,POM,2.250261559311184e-06,18.761475866375363,ORDER,9.139709504779603e-07,20.06134835261244,False
54,"['ALTAR', 'RELIQUARY', 'SHRINE']",yellow,PLACES FOR WORSHIP,POM,3.317982191219926e-06,18.20126242646248,TEMPLE,6.787943789277051e-07,20.49052204618821,False
54,"['FELIX', 'GARFIELD', 'SYLVESTER']",green,CARTOON CATS,POM,6.207503247424029e-06,17.297555458183222,TOM,1.3210683391662315e-07,22.851791564753164,False
54,"['CALVIN', 'CHESTER', 'GROVER']",blue,PRESIDENTIAL FIRST NAMES,POM,3.3096705465140985e-06,18.204880954879563,HARRY,1.1822882015621872e-06,19.689986811065005,False
54,"['ABBEY', 'HIGH', 'ROCKY']",purple,___ ROAD,POM,3.3064054605347337e-06,18.20630491788359,SILK,1.4710830331665647e-09,29.34047417424815,False
55,"['BLOCKS', 'DOLL', 'TOP']",yellow,CLASSIC TOYS,WOLF,2.5498973172943806e-06,18.581129417460783,YO-YO,7.232029588521982e-07,20.399096083924338,False
55,"['BAGGAGE', 'EGGNOG', 'GIGGLE']",green,WORDS WITH THREE G’S,WOLF,3.602281367420801e-06,18.082657697483334,LEGGINGS,1.4384980318027374e-08,26.05086151196009,False
55,"['DUNCAN', 'JULIET', 'PUCK']",blue,SHAKESPEARE CHARACTERS,POM,3.4070410492859082e-06,18.163049239663778,VIOLA,1.1886763218171836e-07,23.00414074347747,False
55,"['FISH', 'HOCKEY', 'MEMORY']",purple,___ STICK,TENOR,5.710428922611754e-06,17.417969455735278,SELFIE,7.838171001139926e-08,23.60490771131756,False
56,"['ASTEROIDS', 'BREAKOUT', 'FROGGER']",yellow,CLASSIC ARCADE GAMES,PEKE,1.1028716926375637e-06,19.790303610818064,PONG,8.155134878506942e-08,23.547716021101785,False
56,"['HUSTLE', 'SALSA', 'SWING']",green,DANCES,POM,8.158110631484305e-07,20.225261592676645,TANGO,6.044995757292781e-07,20.657755337298727,False
56,"['PINCH', 'SPREAD', 'SWIPE']",blue,TOUCHSCREEN GESTURES,KING,1.0882456535910023e-06,19.809564311252327,TAP,1.473465829349152e-07,22.69428306041752,False
56,"['CENT', 'CHAINZ', 'PAC']",purple,RAPPERS MINUS NUMBERS,POM,1.0642404504324077e-06,19.84174442463619,SAVAGE,1.1525969512149459e-07,23.048608555505567,False
57,"['HORROR', 'MUSICAL', 'ROMANCE']",yellow,MOVIE GENRES,CHEEK,2.0033928649354493e-06,18.92912320822481,WESTERN,7.112760727068235e-07,20.423087032046563,False
57,"['HOUNDSTOOTH', 'PAISLEY', 'PLAID']",green,PATTERNS,POM,5.124798462929903e-06,17.574073298803384,STRIPES,1.193143219779813e-07,22.998729435877003,False
57,"['FIB', 'FICTION', 'LIE']",blue,SYNONYMS FOR FALSEHOOD,POM,2.9544960398197873e-06,18.36865650418638,TALE,6.372214311767266e-09,27.225558065257932,False
57,"['DOT', 'GOOBER', 'KISS']",purple,CANDY PIECES,POM,2.52782297138765e-06,18.593673137155662,WHOPPER,2.4613660443151275e-08,25.275965533627687,False
58,"['MITE', 'SCORPION', 'SPIDER']",yellow,ARACHNIDS,POM,1.7549957647133851e-06,19.12010102040936,TICK,1.0753128663054667e-06,19.82681209090758,False
58,"['CHAR', 'EEL', 'PERCH']",green,FISH,POM,2.2205015284271212e-06,18.78068300497548,SHARK,2.2205015284271212e-06,18.78068300497548,False
58,"['BLACK WIDOW', 'BLADE', 'FLASH']",blue,SUPERHEROES,POM,1.4272941371018533e-06,19.41828589294771,STORM,1.4220923105767724e-07,22.745481548277493,False
58,"['CATFISH', 'CRIBS', 'JACKASS']",purple,MTV SHOWS,POM,1.913248524942901e-06,18.995544281936713,STATE,1.9890187274995696e-07,22.261439804357845,False
59,"['FEW', 'HANDFUL', 'SEVERAL']",yellow,UNSPECIFIED QUANTITIES,PIT,6.076242016206379e-07,20.650317330805503,SOME,1.4518279911612808e-08,26.03755422243086,False
59,"['ASTEROID', 'COMET', 'MOON']",green,CELESTIAL OBJECTS,EYE,6.343450422718888e-07,20.58822887847278,PLANET,3.4271525350959564e-07,21.476486259710974,False
59,"['GLOBE', 'JOURNAL', 'POST']",blue,NEWSPAPERS,STOOGE,7.680386033825926e-07,20.31231783827946,SUN,8.741955603852603e-09,26.76939680259161,False
59,"['LYME', 'MELLON', 'PAIR']",purple,FRUIT HOMOPHONES,EYE,7.745098855593824e-07,20.30021301105017,PLUMB,1.0571701380968079e-07,23.173289085375664,False
60,"['PURGE', 'RING', 'SAW']",yellow,HORROR FRANCHISES,KING,2.4526707420591265e-06,18.637214996529927,SCREAM,2.1125575244695938e-07,22.174506038018087,False
60,"['COURT', 'DIAMOND', 'FIELD']",green,SPORTS VENUES,POM,3.7840977711312007e-06,18.011619204720894,RINK,1.4933959846530342e-07,22.674899907079112,False
60,"['CHARM', 'DELIGHT', 'PLEASE']",blue,MAKE HAPPY,POM,3.5189320897188736e-06,18.11643089688797,TICKLE,3.1553415169582877e-07,21.595700501109164,False
60,"['ANKLET', 'BANGLE', 'BROOCH']",purple,JEWELRY,POM,4.6238374125096016e-06,17.72247789992201,PENDANT,1.0947425010954248e-07,23.122905096740677,False
61,"['EINSTEIN', 'FEYNMAN', 'HAWKING']",yellow,THEORETICAL PHYSICISTS,POM,1.5344205621659057e-06,19.31387461073765,OPPENHEIMER,4.1127006511487707e-07,21.21341059719208,False
61,"['FACULTY', 'FLAIR', 'GENIUS']",green,TALENT,NOSE,1.378856495648506e-06,19.468096253001175,GIFT,4.2032939973069006e-07,21.181976295605796,False
61,"['BARBIE', 'BUSH', 'CRIKEY']",blue,AUSTRALIAN TERMS,AMIGO,1.8479032632967574e-06,19.045679334872673,MATE,8.032336040741939e-07,20.24767703708288,False
61,"['MATCH', 'MOOT', 'SELLING']",purple,___ POINT,POM,2.1900407318753423e-06,18.80061086701914,WEST,2.4812447918520775e-07,21.942432590178434,False
62,"['CO', 'MA', 'ME']",yellow,STATE ABBREVIATIONS,PEKE,2.6338723273511278e-06,18.53438315431499,PA,1.4373091516972636e-06,19.408198164000304,False
62,"['DO', 'FA', 'LA']",green,MUSICAL NOTES,PEKE,2.9022512535448186e-06,18.394396147592754,TI,4.983762664778624e-07,20.936261297795784,False
62,"['MU', 'NU', 'PI']",blue,GREEK LETTERS,WOLF,2.95419999929436e-06,18.368801069483176,XI,6.686881874884421e-07,20.512163032166182,False
62,"['FE', 'HE', 'NA']",purple,PERIODIC TABLE SYMBOLS,PIT,1.3761135733147967e-06,19.470969025958325,NI,9.331913730648012e-08,23.353251788782956,False
63,"['BUCKLE', 'BUTTON', 'SNAP']",yellow,FASTENING VERBS,POM,1.6068127024482237e-06,19.247366797745617,ZIP,8.334189942615922e-07,20.19445468366383,False
63,"['JACK', 'NADA', 'NOTHING']",green,SLANG FOR ZERO,POM,1.505032059867517e-06,19.34177435003405,SQUAT,4.0144521040730297e-10,31.214077847974057,False
63,"['CURL', 'LUNGE', 'PLANK']",blue,GYM EXERCISES,POM,1.6122479564728565e-06,19.24249492839623,PRESS,1.2788282788278593e-07,22.898674112201586,False
63,"['CRUNCH', 'KANGAROO', 'OBVIOUS']",purple,“CAPTAINS”,POM,1.8393232039670693e-06,19.052393558421226,PLANET,1.8393232039670693e-06,19.052393558421226,False
64,"['FIDO', 'LUCKY', 'ROVER']",yellow,CLASSIC DOG NAMES,POM,1.3810911241307622e-06,19.465760057842285,SPOT,6.170539563754573e-07,20.628100017313592,False
64,"['CATCH', 'NOTICE', 'OBSERVE']",green,PERCEIVE,POM,1.1552959904292948e-06,19.72330604736475,SEE,6.10288353186661e-08,23.96593370098348,False
64,"['BAIT', 'CHUM', 'FLY']",blue,FISHING TERMS,POM,1.5387655594167882e-06,19.309795124552736,SINKER,2.220674089059571e-09,28.746355178615506,False
64,"['BONE', 'REX', 'SHIRT']",purple,T-___,POM,1.8041638440990937e-06,19.0802382072632,STORM,1.3798727138691902e-07,22.788961472236444,False
65,"['GAS', 'LIQUID', 'PLASMA']",yellow,STATES OF MATTER,EYE,2.656490096342168e-06,18.522047235012973,SOLID,1.4655211488801e-09,29.34593906633118,False
65,"['JUICE', 'SPIRIT', 'STEAM']",green,ENERGY,EYE,3.0249577775975922e-06,18.334653563953697,VIGOR,2.3363652417174308e-06,18.707302742355857,False
65,"['AIR', 'EARTH', 'FIRE']",blue,CLASSICAL ELEMENTS,CHEEK,3.6597873531718506e-06,18.05980874415827,WATER,3.6597873531718506e-06,18.05980874415827,False
65,"['CIRCUS', 'SATURN', 'TREE']",purple,THINGS WITH RINGS,CHEEK,2.7908733954973286e-06,18.45085188950313,WEDDING,1.7379620658175554e-06,19.134171976270913,False
66,"['CENTURY', 'DECADE', 'MILLENNIUM']",yellow,TIME PERIODS,NOSE,2.8454924176912755e-06,18.422890234159997,YEAR,5.249259515949234e-07,20.861382740102,False
66,"['CEREAL', 'OMELET', 'PANCAKE']",green,BREAKFAST FOODS,AMIGO,2.175608187826583e-06,18.810149808864928,WAFFLE,1.4264102787819866e-07,22.741107659967756,False
66,"['BACON', 'CLOSE', 'MUNCH']",blue,PAINTERS,NOSE,2.7595717710937606e-06,18.467124161614986,WHISTLER,3.458950175172504e-07,21.463162431810108,False
66,"['EGG', 'JUROR', 'MONTH']",purple,ONE IN A DOZEN,AMIGO,2.0583772766258335e-06,18.8900611336265,ROSE,5.955796495982213e-07,20.67920220499487,False
67,"['CAKE', 'COBBLER', 'PIE']",yellow,DESSERTS,POM,1.1635040209512226e-05,16.391164277878023,TART,3.081612964805913e-09,28.27366717604601,False
67,"['FISHER', 'MASON', 'MILLER']",green,OCCUPATIONAL SURNAMES,LAB,3.6945079955330584e-06,18.046186318529465,SMITH,5.980127752991393e-07,20.673320359280055,False
67,"['DISTORT', 'DOCTOR', 'FUDGE']",blue,ALTER DECEPTIVELY,POM,1.143626377597684e-05,16.41602467339285,TWIST,1.2337449106780696e-06,19.628524435892473,False
67,"['DANCE', 'MEAL', 'ONE']",purple,SQUARE ___,POM,1.3618030607176479e-05,16.164122393604806,ROOT,1.1333189604556537e-06,19.751014619986034,False
68,"['CUP', 'GALLON', 'PINT']",yellow,UNITS OF VOLUME,MOUTH,2.123063040926354e-06,18.845421358946865,QUART,5.822987532155821e-07,20.71173713445069,False
68,"['AWFUL', 'QUITE', 'SUPER']",green,EXTREMELY,POM,5.518898888112744e-06,17.467188115205072,VERY,8.064696430665208e-07,20.241876435383194,False
68,"['RAND', 'REAL', 'STERLING']",blue,WORLD CURRENCIES,POM,6.5689723669493105e-06,17.215900872606714,WON,1.9529049950506305e-06,18.965946802640783,False
68,"['CARROT', 'COFFEE', 'POUND']",purple,___ CAKE,POM,5.760119620390469e-06,17.405469796901002,SPONGE,1.0711614777392242e-06,19.832392586366634,False
69,"['BUD', 'CHUM', 'MATE']",yellow,FRIEND,NOSE,4.51205096396734e-06,17.757785206142497,PAL,1.103856561712746e-06,19.78901585296004,False
69,"['CROCK', 'POT', 'SKILLET']",green,COOKWEAR,LAB,4.296765837352723e-06,17.82831741322585,WOK,2.859018195522367e-07,21.73797686253341,False
69,"['CLOG', 'PUMP', 'SLIDE']",blue,SHOES,CHEEK,3.978401764470618e-06,17.93937959321754,WEDGE,3.978401764470618e-06,17.93937959321754,False
69,"['GRASS', 'HERB', 'MARY JANE']",purple,SLANG FOR CANNABIS,CHEEK,3.387779088370735e-06,18.17122876741174,WEED,2.7303390197630506e-06,18.482488471012626,False
70,"['COOLER', 'LANTERN', 'SLEEPING BAG']",yellow,CAMPING SUPPLIES,PIT,2.2980689209362026e-06,18.731146503106103,TENT,8.424638053838862e-08,23.50081005371226,False
70,"['BARB', 'DIG', 'DISS']",green,INSULT,PIT,2.013556013480411e-06,18.92182296331992,JAB,1.9284408381281537e-07,22.30606177743509,False
70,"['MINUTE', 'SLIGHT', 'SMALL']",blue,TINY,PIT,1.79631956598314e-06,19.086524540376846,WEE,1.79631956598314e-06,19.086524540376846,False
70,"['CAMPER', 'HOUR', 'MEAL']",purple,HAPPY ___,PIT,1.6230035271291854e-06,19.23290243415409,MEDIUM,1.7985539102483017e-07,22.40665926043342,False
71,"['ARIZONA', 'COLORADO', 'NEVADA']",yellow,U.S. MOUNTAIN STATES,STOOGE,3.4721986139629735e-06,18.135719095279086,UTAH,2.7842895633511944e-07,21.776187406370024,False
71,"['CRUSH', 'MUG', 'SPRITE']",green,SODA BRANDS,STOOGE,4.0130667002813425e-06,17.92686343429637,SQUIRT,8.949960772497434e-10,30.057399589786947,False
71,"['GENESIS', 'KANSAS', 'RUSH']",blue,CLASSIC ROCK BANDS,MOUTH,2.974191602334031e-06,18.35907097814329,YES,2.974191602334031e-06,18.35907097814329,False
71,"['HAWK', 'MONTANA', 'SOPRANO']",purple,TONY ___,STOOGE,3.5791124446404865e-06,18.091966699842885,STARK,7.469583351848996e-08,23.674396986363544,False
72,"['ACTOR', 'DANCER', 'SINGER']",yellow,PERFORMING ARTISTS,POM,1.8591260868561221e-06,19.036943951453296,STAND-UP,1.5008360776391783e-07,22.66773025080482,False
72,"['COMET', 'CUPID', 'DASHER']",green,SANTA’S REINDEER,EYE,7.411910587507009e-07,20.363651186480773,VIXEN,2.6540007524999965e-08,25.16725597933734,False
72,"['CARD', 'CHOCOLATE', 'HEART']",blue,SEEN ON VALENTINE’S DAY,STOOGE,8.404660434280231e-07,20.182307131445647,ROSE,8.404660434280231e-07,20.182307131445647,False
72,"['BOYS', 'LIEUTENANT', 'SANTA']",purple,“BAD ___” MOVIES,STOOGE,8.10737162737496e-07,20.234262389072335,TASTE,4.253279257682152e-07,21.164921083067092,False
73,"['BEARD', 'GOATEE', 'MUSTACHE']",yellow,FACIAL HAIR,POM,3.5097152704111068e-06,18.12021457430085,STUBBLE,1.8913713262236342e-08,25.655992128803888,False
73,"['GEAR', 'HANDLEBAR', 'PEDAL']",green,BIKE PARTS,POM,3.4531544770288747e-06,18.143653694658354,WHEEL,3.4729185927062645e-07,21.4573480707318,False
73,"['DOG', 'FOLLOW', 'TAIL']",blue,PURSUE,POM,3.5092600683128694e-06,18.12040170070576,TRACK,3.5092600683128694e-06,18.12040170070576,False
73,"['DOUBT', 'MOVIE', 'SHADOW']",purple,THINGS THAT ARE CAST,POM,3.5750699680647813e-06,18.093597092022716,VOTE,2.2087481283961097e-06,18.78833965702823,False
74,"['DODO', 'MAMMOTH', 'MASTODON']",yellow,EXTINCT ANIMALS,EYE,5.330563453753712e-06,17.51728053184209,TRILOBITE,2.8084215841772675e-07,21.763737143188536,False
74,"['BUSTS', 'FLOPS', 'MISSES']",green,FAILURES,LAB,5.375723503675545e-06,17.505109633241446,TURKEYS,1.027260765340543e-07,23.21469421467746,False
74,"['DUDS', 'GETUP', 'OUTFIT']",blue,SLANG FOR CLOTHES,NOSE,3.633149617598974e-06,18.07034779037962,THREADS,6.135794592410093e-07,20.63624647756879,False
74,"['PECK', 'SMACK', 'SMOOCH']",purple,KISS,PIT,4.951356913807103e-06,17.62374462098948,X,3.8086411677795695e-06,18.002292198947494,False
75,"['BASH', 'BLOWOUT', 'PARTY']",yellow,SOCIAL GATHERING,PIT,1.4630363693868276e-06,19.382602935677003,SHINDIG,2.999470005704552e-09,28.31264524916191,False
75,"['COUNTER', 'MIXER', 'RANGE']",green,FOUND IN A KITCHEN,PIT,1.6991486972983694e-06,19.16675645696223,SINK,3.2891689372149813e-09,28.17962974468096,False
75,"['CRICKET', 'PUPPET', 'WHALE']",blue,“PINOCCHIO” FIGURES,KING,1.799325218598824e-06,19.08411259960235,WOODCARVER,6.003257890796476e-09,27.311607208713184,False
75,"['BUNNY', 'EGG', 'ISLAND']",purple,EASTER ___,WOLF,1.0275199429088389e-06,19.892402174194373,SUNDAY,1.5312811019185801e-09,29.282613706930313,False
76,"['RISK', 'SORRY', 'TABOO']",yellow,BOARD GAMES,STOOGE,1.7523015003462206e-06,19.122317543453853,TROUBLE,1.1693579153870814e-06,19.70585199384113,False
76,"['BUSINESS', 'NATIONAL', 'OPINION']",green,NEWSPAPER SECTIONS,STOOGE,1.6824725435071741e-06,19.180985607828404,STYLE,9.0767208860143e-08,23.39325356465708,False
76,"['ATLAS', 'HERMES', 'NIKE']",blue,FIGURES IN GREEK MYTH,PIT,1.3735817674387363e-06,19.47362577469698,PARIS,2.9753914887464816e-08,25.002345254807857,False
76,"['FOXY', 'GUCCI', 'KILLER']",purple,FIRST WORDS IN RAPPERS’ NAMES,EYE,1.4067547908780398e-06,19.439197692643315,NOTORIOUS,3.259407890254806e-07,21.548886758460448,False
77,"['BREAST', 'DRUMSTICK', 'TENDER']",yellow,PIECES OF CHICKEN,MOUTH,8.421104212175123e-06,16.85755915111786,WING,2.0160500753263477e-06,18.92003709589915,False
77,"['DRIVER', 'EAGLE', 'HOLE']",green,GOLF TERMS,TENOR,1.9691663055709796e-06,18.95398361040025,STROKE,9.946150925088659e-08,23.26128643601926,False
77,"['CYMBAL', 'KICK', 'SNARE']",blue,DRUM SET COMPONENTS,MOUTH,8.993949450086802e-06,16.76261379386895,TOM,6.775667884539871e-07,20.493133502804397,False
77,"['INFANT', 'PUB', 'SWIMMING']",purple,ASSOCIATED WITH “CRAWL”,MOUTH,8.42168174131075e-06,16.857460212804146,TICKER,1.6702178129435197e-07,22.513460407522558,False
78,"['BLISS', 'CLOUD NINE', 'HEAVEN']",yellow,STATES OF ELATION,TENOR,9.721379683469422e-07,19.972335584820105,PARADISE,8.158802522473252e-09,26.86899543238555,False
